תיק כפול,תיק מקורי,מצב תיק מקורי בנמלה,כתובת,פסק דין?,בג"ץ?,דחיה על הסף?,פעולה שיש לבצע
8050/2013,7936/2013,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\360\079\o04&fileName=13079360_o04.txt&type=2,כן,,,הוספה לנמלה
1497/2014,1401/2014,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\010\014\v13&fileName=14014010_v13.txt&type=2,,כן,,העתקת  קידוד מהתיק המקורי
3052/2014,2284/2014,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\840\022\t15&fileName=14022840_t15.txt&type=2,כן,,,הוספה לנמלה
5731/2013,5729/2013,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\290\057\k08&fileName=13057290_k08.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
6172/2015,5874/2015,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\740\058\k15&fileName=15058740_k15.txt&type=2,,כן,,העתקת  קידוד מהתיק המקורי
1402/2011,1361/2011,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\610\013\b04&fileName=11013610_b04.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
6354/2010,6207/2010,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\070\062\b02&fileName=10062070_b02.txt&type=2,כן,,,הוספה לנמלה
9687/2009,6207/2010,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\070\062\b02&fileName=10062070_b02.txt&type=2,כן,,,הוספה לנמלה
9427/2012,9065/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\650\090\w02&fileName=12090650_w02.txt&type=2,כן,,,הוספה לנמלה
7405/2011,4566/2011,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\660\045\e09&fileName=11045660_e09.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
2983/2010,2516/2010,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\160\025\o04&fileName=10025160_o04.txt&type=2,כן,,,הוספה לנמלה
2310/2014,2231/2014,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\310\022\t09&fileName=14022310_t09.txt&type=2,כן,,,הוספה לנמלה
7465/2010,6394/2010,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\940\063\t09&fileName=10063940_t09.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
7370/2010,6394/2010,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\940\063\t09&fileName=10063940_t09.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
3197/2012,2770/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\700\027\t06&fileName=12027700_t06.txt&type=2,כן,,,הוספה לנמלה
3086/2012,2731/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\310\027\v11&fileName=12027310_v11.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
9894/2016,7256/2016,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\560\072\w07&fileName=16072560_w07.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
9906/2016,7256/2016,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\560\072\w07&fileName=16072560_w07.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
2759/2013,8860/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\600\088\i06&fileName=12088600_i06.txt&type=2,כן,,,הוספה לנמלה
584/2013,580/2013,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\800\005\m36&fileName=13005800_m36.txt&type=2,,כן,,העתקת  קידוד מהתיק המקורי
6313/2012,5819/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\190\058\t08&fileName=12058190_t08.txt&type=2,,כן,,העתקת  קידוד מהתיק המקורי
818/2011,679/2011,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\790\006\i30&fileName=11006790_i30.txt&type=2,כן,,,הוספה לנמלה
5383/2009,4621/2013,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\210\046\t23&fileName=13046210_t23.txt&type=2,,כן,,העתקת  קידוד מהתיק המקורי
4554/2013,4178/2013,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\780\041\b04&fileName=13041780_b04.txt&type=2,כן,,,הוספה לנמלה
9244/2012,3698/2011,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\980\036\t29&fileName=11036980.t29&type=2,כן,,,הוספה לנמלה
8549/2015,8444/2015,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\440\084\v17&fileName=15084440_v17.txt&type=2,כן,,,הוספה לנמלה
7261/2010,911/2010,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\110\009\w09&fileName=10009110_w09.txt&type=2,כן,,,הוספה לנמלה
2713/2016,2711/2016,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\110\027\h03&fileName=16027110_h03.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
3206/2015,3183/2015,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\830\031\t06&fileName=15031830_t06.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
6332/2010,6100/2010,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\000\061\o01&fileName=10061000_o01.txt&type=2,כן,,,הוספה לנמלה
8573/2014,8429/2014,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\290\084\c12&fileName=14084290_c12.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
2308/2012,2294/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\940\022\s33&fileName=12022940_s33.txt&type=2,כן,,,הוספה לנמלה
2309/2012,2294/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\940\022\s33&fileName=12022940_s33.txt&type=2,כן,,,הוספה לנמלה
2317/2012,2294/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\940\022\s33&fileName=12022940_s33.txt&type=2,כן,,,הוספה לנמלה
2306/2012,2294/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\940\022\s33&fileName=12022940_s33.txt&type=2,כן,,,הוספה לנמלה
2300/2012,2294/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\940\022\s33&fileName=12022940_s33.txt&type=2,כן,,,הוספה לנמלה
2310/2012,2294/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\940\022\s33&fileName=12022940_s33.txt&type=2,כן,,,הוספה לנמלה
2314/2012,2294/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\940\022\s33&fileName=12022940_s33.txt&type=2,כן,,,הוספה לנמלה
2318/2012,2294/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\940\022\s33&fileName=12022940_s33.txt&type=2,כן,,,הוספה לנמלה
2298/2012,2294/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\940\022\s33&fileName=12022940_s33.txt&type=2,כן,,,הוספה לנמלה
2299/2012,2294/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\940\022\s33&fileName=12022940_s33.txt&type=2,כן,,,הוספה לנמלה
2312/2012,2294/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\940\022\s33&fileName=12022940_s33.txt&type=2,כן,,,הוספה לנמלה
2319/2012,2294/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\940\022\s33&fileName=12022940_s33.txt&type=2,כן,,,הוספה לנמלה
2297/2012,2294/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\940\022\s33&fileName=12022940_s33.txt&type=2,כן,,,הוספה לנמלה
2315/2012,2294/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\940\022\s33&fileName=12022940_s33.txt&type=2,כן,,,הוספה לנמלה
2302/2012,2294/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\940\022\s33&fileName=12022940_s33.txt&type=2,כן,,,הוספה לנמלה
2316/2012,2294/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\940\022\s33&fileName=12022940_s33.txt&type=2,כן,,,הוספה לנמלה
2303/2012,2294/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\940\022\s33&fileName=12022940_s33.txt&type=2,כן,,,הוספה לנמלה
2872/2014,2508/2014,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\080\025\e10&fileName=14025080_e10.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
2875/2015,2048/2015,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\480\020\k23&fileName=15020480_k23.txt&type=2,,כן,,העתקת  קידוד מהתיק המקורי
2643/2015,1282/2015,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\820\012\e08&fileName=15012820_e08.txt&type=2,כן,,כן,הוספה לנמלה
8872/2015,1282/2015,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\820\012\e08&fileName=15012820_e08.txt&type=2,כן,,כן,הוספה לנמלה
8621/2015,8333/2015,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\330\083\b04&fileName=15083330_b04.txt&type=2,כן,,,הוספה לנמלה
2937/2010,2600/2010,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\000\026\c04&fileName=10026000_c04.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
4294/2016,4282/2016,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\820\042\g07&fileName=16042820_g07.txt&type=2,כן,,,הוספה לנמלה
4289/2016,4282/2016,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\820\042\g07&fileName=16042820_g07.txt&type=2,כן,,,הוספה לנמלה
4335/2016,4282/2016,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\820\042\g07&fileName=16042820_g07.txt&type=2,כן,,,הוספה לנמלה
6824/2010,6396/2010,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\960\063\p06&fileName=10063960_p06.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
838/2016,6434/2015,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\340\064\a23&fileName=15064340_a23.txt&type=2,כן,,,הוספה לנמלה
8613/2014,7969/2014,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\690\079\t07&fileName=14079690_t07.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
1849/2015,1649/2015,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\490\016\v10&fileName=15016490_v10.txt&type=2,כן,,,הוספה לנמלה
7062/2012,6957/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\570\069\k11&fileName=12069570_k11.txt&type=2,כן,,,הוספה לנמלה
3487/2011,1626/2011,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\260\016\e10&fileName=11016260_e10.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
4019/2010,2088/2010,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\880\020\n21&fileName=10020880_n21.txt&type=2,כן,כן,,הוספה לנמלה
5188/2010,3564/2010,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\640\035\n06&fileName=10035640_n06.txt&type=2,כן,,,הוספה לנמלה
782/2016,255/2016,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\550\002\t03&fileName=16002550_t03.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
6861/2014,6761/2014,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\610\067\t08&fileName=14067610_t08.txt&type=2,כן,,,הוספה לנמלה
6797/2014,6761/2014,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\610\067\t08&fileName=14067610_t08.txt&type=2,כן,,,הוספה לנמלה
4153/2016,4645/2016,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\530\041\z05&fileName=16041530.Z05&type=2,כן,,,הוספה לנמלה
4723/2015,4722/2015,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\220\047\k07&fileName=15047220_k07.txt&type=2,,כן,,העתקת  קידוד מהתיק המקורי
5836/2016,6210/2016,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\360\058\e15&fileName=16058360.E15&type=2,כן,,,הוספה לנמלה
1555/2015,1524/2015,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\240\015\e14&fileName=15015240_e14.txt&type=2,כן,,,הוספה לנמלה
3198/2012,3191/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\910\031\v08&fileName=12031910_v08.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
5806/2012,4578/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\780\045\l16&fileName=12045780_l16.txt&type=2,כן,כן,,הוספה לנמלה
4506/2011,4085/2011,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\850\040\t12&fileName=11040850_t12.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
4623/2011,4085/2011,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\850\040\t12&fileName=11040850_t12.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
1195/2014,1146/2014,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\460\011\i06&fileName=14011460_i06.txt&type=2,כן,,,הוספה לנמלה
2642/2012,8269/2011,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\690\082\s10&fileName=11082690_s10.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
1267/2012,267/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\670\002\e07&fileName=12002670_e07.txt&type=2,כן,,,הוספה לנמלה
5754/2012,5467/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\670\054\t03&fileName=12054670_t03.txt&type=2,כן,,,הוספה לנמלה
2430/2010,2192/2010,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\920\021\t07&fileName=10021920_t07.txt&type=2,כן,כן,,הוספה לנמלה
6697/2016,5866/2016,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\660\058\m07&fileName=16058660_m07.txt&type=2,כן,כן,,הוספה לנמלה
34/2016,28/2016,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\280\000\m10&fileName=16000280_m10.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
5829/2013,5806/2013,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\060\058\i05&fileName=13058060_i05.txt&type=2,כן,,,הוספה לנמלה
7767/2011,7763/2011,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\630\077\t02&fileName=11077630_t02.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
234/2011,172/2011,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\720\001\c03&fileName=11001720_c03.txt&type=2,כן,,,הוספה לנמלה
3961/2015,3486/2015,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\860\034\b07&fileName=15034860_b07.txt&type=2,כן,כן,כן,העתקת  קידוד מהתיק המקורי
2011/2011,1997/2011,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\970\019\o03&fileName=11019970_o03.txt&type=2,כן,,,הוספה לנמלה
2018/2011,1997/2011,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\970\019\o03&fileName=11019970_o03.txt&type=2,כן,,,הוספה לנמלה
4320/2015,3782/2015,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\820\037\m06&fileName=15037820_m06.txt&type=2,כן,כן,כן,העתקת  קידוד מהתיק המקורי
327/2012,325/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\250\003\m14&fileName=12003250_m14.txt&type=2,כן,,,הוספה לנמלה
4787/2010,4779/2010,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\790\047\c12&fileName=10047790_c12.txt&type=2,כן,,,הוספה לנמלה
1612/2015,740/2015,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\400\007\t09&fileName=15007400_t09.txt&type=2,,כן,,העתקת  קידוד מהתיק המקורי
3012/2017,4137/2017,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\17\120\030\e06&fileName=17030120.E06&type=2,,,,העתקת  קידוד מהתיק המקורי
883/2014,796/2014,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\960\007\t06&fileName=14007960_t06.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
5361/2011,4341/2011,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\410\043\w03&fileName=11043410_w03.txt&type=2,כן,,,הוספה לנמלה
2271/2016,1267/2016,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\670\012\v07&fileName=16012670_v07.txt&type=2,כן,,,הוספה לנמלה
1908/2016,1267/2016,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\670\012\v07&fileName=16012670_v07.txt&type=2,כן,,,הוספה לנמלה
4037/2015,3790/2015,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\900\037\h06&fileName=15037900_h06.txt&type=2,,כן,,העתקת  קידוד מהתיק המקורי
2688/2014,2581/2014,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\810\025\w06&fileName=14025810_w06.txt&type=2,כן,,,הוספה לנמלה
5161/2010,3649/2010,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\490\036\s10&fileName=10036490_s10.txt&type=2,כן,,,הוספה לנמלה
5166/2010,3649/2010,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\490\036\s10&fileName=10036490_s10.txt&type=2,כן,,,הוספה לנמלה
6704/2012,5823/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\230\058\s28&fileName=12058230_s28.txt&type=2,כן,כן,כן,העתקת  קידוד מהתיק המקורי
6101/2012,5823/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\230\058\s28&fileName=12058230_s28.txt&type=2,כן,כן,כן,העתקת  קידוד מהתיק המקורי
9110/2015,9096/2015,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\960\090\l03&fileName=15090960_l03.txt&type=2,כן,כן,כן,העתקת  קידוד מהתיק המקורי
3678/2016,3081/2016,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\810\030\i02&fileName=16030810_i02.txt&type=2,כן,,,הוספה לנמלה
3282/2011,3005/2011,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\050\030\w03&fileName=11030050_w03.txt&type=2,כן,,,הוספה לנמלה
8615/2011,5665/2011,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\650\056\m18&fileName=11056650_m18.txt&type=2,כן,כן,,הוספה לנמלה
2606/2012,2605/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\050\026\h04&fileName=12026050_h04.txt&type=2,כן,,,הוספה לנמלה
1838/2011,8534/2010,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\340\085\c17&fileName=10085340_c17.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
6066/2014,5230/2014,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\300\052\e04&fileName=14052300_e04.txt&type=2,כן,,,הוספה לנמלה
874/2012,446/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\460\004\m17&fileName=12004460_m17.txt&type=2,כן,כן,,הוספה לנמלה
5949/2015,5838/2015,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\380\058\z12&fileName=15058380_z12.txt&type=2,כן,,,הוספה לנמלה
8879/2015,4644/2015,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\440\046\m18&fileName=15046440_m18.txt&type=2,כן,,,הוספה לנמלה
6486/2015,4644/2015,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\440\046\m18&fileName=15046440_m18.txt&type=2,כן,,,הוספה לנמלה
614/2011,304/2011,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\040\003\t06&fileName=11003040_t06.txt&type=2,כן,,,הוספה לנמלה
8003/2013,7430/2013,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\300\074\l03&fileName=13074300_l03.txt&type=2,כן,,,הוספה לנמלה
5246/2012,7376/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\760\073\v03&fileName=12073760_v03.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
5525/2012,7376/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\760\073\v03&fileName=12073760_v03.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
7395/2012,7376/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\760\073\v03&fileName=12073760_v03.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
8281/2015,8200/2015,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\000\082\i05&fileName=15082000_i05.txt&type=2,כן,,,הוספה לנמלה
9063/2010,8565/2010,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\650\085\b07&fileName=10085650_b07.txt&type=2,כן,,,הוספה לנמלה
5712/2011,5625/2011,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\250\056\v11&fileName=11056250_v11.txt&type=2,כן,,,הוספה לנמלה
772/2012,740/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\400\007\k04&fileName=12007400_k04.txt&type=2,כן,,,הוספה לנמלה
6063/2015,5617/2015,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\170\056\z08&fileName=15056170_z08.txt&type=2,כן,,,הוספה לנמלה
6046/2015,5617/2015,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\170\056\z08&fileName=15056170_z08.txt&type=2,כן,,,הוספה לנמלה
6340/2015,5617/2015,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\170\056\z08&fileName=15056170_z08.txt&type=2,כן,,,הוספה לנמלה
2094/2011,2134/2011,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\340\021\o03&fileName=11021340_o03.txt&type=2,כן,,,הוספה לנמלה
8595/2014,8512/2014,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\120\085\m17&fileName=14085120_m17.txt&type=2,כן,,,הוספה לנמלה
6364/2011,5458/2011,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\580\054\h03&fileName=11054580_h03.txt&type=2,כן,,,הוספה לנמלה
8353/2014,1580/2011,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\800\015\t50&fileName=11015800_t50.txt&type=2,,כן,,העתקת  קידוד מהתיק המקורי
3910/2013,3094/2013,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\940\030\c13&fileName=13030940_c13.txt&type=2,,כן,,העתקת  קידוד מהתיק המקורי
6476/2012,6436/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\360\064\t06&fileName=12064360_t06.txt&type=2,כן,,,הוספה לנמלה
4881/2014,4800/2014,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\000\048\k02&fileName=14048000_k02.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
8851/2013,8061/2013,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\610\080\v18&fileName=13080610_v18.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
3588/2017,9827/2016,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\270\098\k04&fileName=16098270_k04.txt&type=2,כן,,,הוספה לנמלה
2096/2011,751/2011,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\510\007\s05&fileName=11007510_s05.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
870/2012,685/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\850\006\t07&fileName=12006850_t07.txt&type=2,כן,,,הוספה לנמלה
5233/2012,8344/2011,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\440\083\t08&fileName=11083440_t08.txt&type=2,כן,,,הוספה לנמלה
1610/2013,8344/2011,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\440\083\t08&fileName=11083440_t08.txt&type=2,כן,,,הוספה לנמלה
4592/2012,8344/2011,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\440\083\t08&fileName=11083440_t08.txt&type=2,כן,,,הוספה לנמלה
4761/2013,4198/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\980\041\v07&fileName=12041980_v07.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
8865/2011,3202/2011,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\020\032\a11&fileName=11032020_a11.txt&type=2,כן,,,הוספה לנמלה
569/2015,328/2015,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\280\003\t06&fileName=15003280_t06.txt&type=2,כן,,,הוספה לנמלה
2610/2015,328/2015,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\280\003\t06&fileName=15003280_t06.txt&type=2,כן,,,הוספה לנמלה
9273/2011,9221/2011,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\210\092\b04&fileName=11092210_b04.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
3476/2012,429/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\290\004\z11&fileName=12004290_z11.txt&type=2,כן,,,הוספה לנמלה
