תיק כפול,תיק מקורי,כתובת,האם תוצאת התיקים ההמוזגים זהה? (כן- זהה. לא - לא זהה),"בג""ץ?",תיקים נוספים שאוחדו ונדחו,תיקים נוספים שאוחדו והתקבלו,*/# אם מדובר בריבוי תיקים
76/2017,10042/2016,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\420\100\o23&fileName=16100420_o23.txt&type=2,כן,כן,,,#
802/2017,10042/2016,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\420\100\o23&fileName=16100420_o23.txt&type=2,כן,כן,,,#
10046/2016,10042/2016,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\420\100\o23&fileName=16100420_o23.txt&type=2,כן,כן,,,#
10054/2016,10042/2016,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\420\100\o23&fileName=16100420_o23.txt&type=2,כן,כן,,,#
9701/2011,9272/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\720\092\m07&fileName=11092720_m07.txt&type=2,כן,,,,#
86/2012,9272/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\720\092\m07&fileName=11092720_m07.txt&type=2,כן,,,,#
998/2013,941/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\410\009\w10&fileName=13009410_w10.txt&type=2,כן,,,,
5523/2010,5154/2010,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\540\051\p08&fileName=10051540_p08.txt&type=2,כן,,,,
3237/2016,2677/2016,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\770\026\m28&fileName=16026770_m28.txt&type=2,כן,כן,,,*
3366/2016,2677/2016,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\770\026\m28&fileName=16026770_m28.txt&type=2,כן,כן,,,*
3268/2012,3267/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\670\032\t05&fileName=12032670_t05.txt&type=2,כן,כן,,,
589/2010,580/2010,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\800\005\k07&fileName=10005800_k07.txt&type=2,כן,,,,
1687/2015,1645/2015,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\450\016\w10&fileName=15016450_w10.txt&type=2,כן,,,,
7471/2015,7095/2015,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\950\070\w05&fileName=15070950_w05.txt&type=2,כן,,,,#
7425/2015,7095/2015,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\950\070\w05&fileName=15070950_w05.txt&type=2,כן,,,,#
1037/2013,36/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\360\000\c21&fileName=11000360_c21.txt&type=2,כן,,,,
3844/2011,3657/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\570\036\t07&fileName=11036570_t07.txt&type=2,כן,,,,
4534/2016,4406/2016,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\060\044\c16&fileName=16044060_c16.txt&type=2,כן,כן,,,
6303/2011,6026/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\260\060\a16&fileName=11060260_a16.txt&type=2,כן,,,,
6925/2014,5128/2017,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\250\069\e24&fileName=14069250.E24&type=2,כן,כן,,,
5805/2014,5773/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\730\057\g10&fileName=14057730_g10.txt&type=2,כן,,,,
8655/2012,8636/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\360\086\w03&fileName=12086360_w03.txt&type=2,כן,,,,
2343/2011,1959/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\590\019\o01&fileName=11019590_o01.txt&type=2,כן,,,,#
2604/2011,1959/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\590\019\o01&fileName=11019590_o01.txt&type=2,כן,,,,#
2477/2014,32/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\320\000\o02&fileName=14000320_o02.txt&type=2,כן,,,,
6092/2013,5653/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\530\056\l05&fileName=13056530_l05.txt&type=2,כן,,,,*
6617/2013,5653/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\530\056\l05&fileName=13056530_l05.txt&type=2,כן,,,,*
3397/2010,3309/2010,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\090\033\o03&fileName=10033090_o03.txt&type=2,כן,,,,
2564/2010,2196/2010,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\960\021\t01&fileName=10021960_t01.txt&type=2,כן,,,,#
2633/2010,2196/2010,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\960\021\t01&fileName=10021960_t01.txt&type=2,כן,,,,#
5338/2011,5195/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\950\051\z02&fileName=11051950_z02.txt&type=2,כן,,,,*
5343/2011,5195/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\950\051\z02&fileName=11051950_z02.txt&type=2,כן,,,,*
7972/2014,7735/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\350\077\e06&fileName=14077350_e06.txt&type=2,כן,,,,
1508/2013,1489/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\890\014\w16&fileName=13014890_w16.txt&type=2,כן,,,,
3052/2014,2284/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\840\022\t15&fileName=14022840_t15.txt&type=2,כן,,,,
9427/2012,9065/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\650\090\w02&fileName=12090650_w02.txt&type=2,כן,,,,
2310/2014,2231/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\310\022\t09&fileName=14022310_t09.txt&type=2,כן,,,,
3197/2012,2770/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\700\027\t06&fileName=12027700_t06.txt&type=2,כן,,,,
2759/2013,8860/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\600\088\i06&fileName=12088600_i06.txt&type=2,כן,,,,
818/2011,679/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\790\006\i30&fileName=11006790_i30.txt&type=2,כן,,,,
4554/2013,4178/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\780\041\b04&fileName=13041780_b04.txt&type=2,כן,,,,
8549/2015,8444/2015,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\440\084\v17&fileName=15084440_v17.txt&type=2,כן,,,,
7261/2010,911/2010,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\110\009\w09&fileName=10009110_w09.txt&type=2,כן,,,,
6332/2010,6100/2010,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\000\061\o01&fileName=10061000_o01.txt&type=2,כן,,,,
2308/2012,2294/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\940\022\s33&fileName=12022940_s33.txt&type=2,כן,,,,#
2309/2012,2294/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\940\022\s33&fileName=12022940_s33.txt&type=2,כן,,,,#
2317/2012,2294/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\940\022\s33&fileName=12022940_s33.txt&type=2,כן,,,,#
2306/2012,2294/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\940\022\s33&fileName=12022940_s33.txt&type=2,כן,,,,#
2300/2012,2294/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\940\022\s33&fileName=12022940_s33.txt&type=2,כן,,,,#
2310/2012,2294/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\940\022\s33&fileName=12022940_s33.txt&type=2,כן,,,,#
2314/2012,2294/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\940\022\s33&fileName=12022940_s33.txt&type=2,כן,,,,#
2318/2012,2294/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\940\022\s33&fileName=12022940_s33.txt&type=2,כן,,,,#
2298/2012,2294/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\940\022\s33&fileName=12022940_s33.txt&type=2,כן,,,,#
2299/2012,2294/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\940\022\s33&fileName=12022940_s33.txt&type=2,כן,,,,#
2312/2012,2294/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\940\022\s33&fileName=12022940_s33.txt&type=2,כן,,,,#
2319/2012,2294/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\940\022\s33&fileName=12022940_s33.txt&type=2,כן,,,,#
2297/2012,2294/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\940\022\s33&fileName=12022940_s33.txt&type=2,כן,,,,#
2315/2012,2294/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\940\022\s33&fileName=12022940_s33.txt&type=2,כן,,,,#
2302/2012,2294/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\940\022\s33&fileName=12022940_s33.txt&type=2,כן,,,,#
2316/2012,2294/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\940\022\s33&fileName=12022940_s33.txt&type=2,כן,,,,#
2303/2012,2294/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\940\022\s33&fileName=12022940_s33.txt&type=2,כן,,,,#
2643/2015,1282/2015,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\820\012\e08&fileName=15012820_e08.txt&type=2,כן,,,,*
8872/2015,1282/2015,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\820\012\e08&fileName=15012820_e08.txt&type=2,כן,,,,*
8621/2015,8333/2015,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\330\083\b04&fileName=15083330_b04.txt&type=2,כן,,,,
1849/2015,1649/2015,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\490\016\v10&fileName=15016490_v10.txt&type=2,כן,,,,
5188/2010,3564/2010,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\640\035\n06&fileName=10035640_n06.txt&type=2,כן,,,,
4153/2016,4645/2016,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\530\041\z05&fileName=16041530.Z05&type=2,כן,,,,
5836/2016,6210/2016,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\360\058\e15&fileName=16058360.E15&type=2,כן,,,,
5806/2012,4578/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\780\045\l16&fileName=12045780_l16.txt&type=2,כן,כן,,,
2430/2010,2192/2010,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\920\021\t07&fileName=10021920_t07.txt&type=2,כן,כן,,,
6697/2016,5866/2016,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\660\058\m07&fileName=16058660_m07.txt&type=2,כן,כן,,,
234/2011,172/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\720\001\c03&fileName=11001720_c03.txt&type=2,כן,,,,
2011/2011,1997/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\970\019\o03&fileName=11019970_o03.txt&type=2,כן,,,,#
2018/2011,1997/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\970\019\o03&fileName=11019970_o03.txt&type=2,כן,,,,#
327/2012,325/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\250\003\m14&fileName=12003250_m14.txt&type=2,כן,,,,
4787/2010,4779/2010,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\790\047\c12&fileName=10047790_c12.txt&type=2,כן,,,,
5361/2011,4341/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\410\043\w03&fileName=11043410_w03.txt&type=2,כן,,,,
2271/2016,1267/2016,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\670\012\v07&fileName=16012670_v07.txt&type=2,כן,,,,
1908/2016,1267/2016,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\670\012\v07&fileName=16012670_v07.txt&type=2,כן,,,,
5161/2010,3649/2010,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\490\036\s10&fileName=10036490_s10.txt&type=2,כן,,,,#
5166/2010,3649/2010,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\490\036\s10&fileName=10036490_s10.txt&type=2,כן,,,,#
3678/2016,3081/2016,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\810\030\i02&fileName=16030810_i02.txt&type=2,כן,,,,
3282/2011,3005/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\050\030\w03&fileName=11030050_w03.txt&type=2,כן,,,,
8615/2011,5665/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\650\056\m18&fileName=11056650_m18.txt&type=2,כן,כן,,,
2606/2012,2605/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\050\026\h04&fileName=12026050_h04.txt&type=2,כן,,,,
6066/2014,5230/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\300\052\e04&fileName=14052300_e04.txt&type=2,כן,,,,
874/2012,446/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\460\004\m17&fileName=12004460_m17.txt&type=2,כן,כן,,,
5949/2015,5838/2015,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\380\058\z12&fileName=15058380_z12.txt&type=2,כן,,,,
8879/2015,4644/2015,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\440\046\m18&fileName=15046440_m18.txt&type=2,כן,,,,*
6486/2015,4644/2015,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\440\046\m18&fileName=15046440_m18.txt&type=2,כן,,,,*
614/2011,304/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\040\003\t06&fileName=11003040_t06.txt&type=2,כן,,,,
8003/2013,7430/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\300\074\l03&fileName=13074300_l03.txt&type=2,כן,,,,
9063/2010,8565/2010,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\650\085\b07&fileName=10085650_b07.txt&type=2,כן,,,,
5712/2011,5625/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\250\056\v11&fileName=11056250_v11.txt&type=2,כן,,,,
772/2012,740/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\400\007\k04&fileName=12007400_k04.txt&type=2,כן,,,,
2094/2011,2134/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\340\021\o03&fileName=11021340_o03.txt&type=2,כן,,,,
8595/2014,8512/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\120\085\m17&fileName=14085120_m17.txt&type=2,כן,,,,
6364/2011,5458/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\580\054\h03&fileName=11054580_h03.txt&type=2,כן,,,,
6476/2012,6436/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\360\064\t06&fileName=12064360_t06.txt&type=2,כן,,,,
3588/2017,9827/2016,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\270\098\k04&fileName=16098270_k04.txt&type=2,כן,,,,
870/2012,685/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\850\006\t07&fileName=12006850_t07.txt&type=2,כן,,,,
5233/2012,8344/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\440\083\t08&fileName=11083440_t08.txt&type=2,כן,,,,#
1610/2013,8344/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\440\083\t08&fileName=11083440_t08.txt&type=2,כן,,,,#
4592/2012,8344/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\440\083\t08&fileName=11083440_t08.txt&type=2,כן,,,,#
3476/2012,429/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\290\004\z11&fileName=12004290_z11.txt&type=2,כן,,,,#
3812/2012,429/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\290\004\z11&fileName=12004290_z11.txt&type=2,כן,,,,#
5914/2013,5617/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\170\056\t03&fileName=13056170_t03.txt&type=2,כן,,,,
4545/2012,4516/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\160\045\s11&fileName=12045160_s11.txt&type=2,כן,,,,
7971/2012,7878/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\780\078\v07&fileName=12078780_v07.txt&type=2,כן,,,,
8178/2012,7998/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\980\079\t12&fileName=12079980_t12.txt&type=2,כן,,,,
5092/2015,4592/2015,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\920\045\t01&fileName=15045920_t01.txt&type=2,כן,,,,
478/2015,425/2015,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\250\004\w08&fileName=15004250_w08.txt&type=2,כן,,,,
9417/2010,3522/2010,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\220\035\w10&fileName=10035220_w10.txt&type=2,כן,,,,
4845/2013,2996/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\960\029\t09&fileName=13029960_t09.txt&type=2,כן,,,,*
6926/2013,2996/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\960\029\t09&fileName=13029960_t09.txt&type=2,כן,,,,*
5867/2011,5723/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\230\057\h02&fileName=11057230_h02.txt&type=2,כן,,,,
7305/2012,7121/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\210\071\s09&fileName=12071210_s09.txt&type=2,כן,כן,,,
245/2013,236/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\360\002\s04&fileName=13002360_s04.txt&type=2,כן,כן,,,*
246/2013,236/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\360\002\s04&fileName=13002360_s04.txt&type=2,כן,כן,,,*
8782/2015,8567/2015,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\670\085\t04&fileName=15085670_t04.txt&type=2,כן,כן,,,
227/2014,181/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\810\001\w20&fileName=14001810_w20.txt&type=2,כן,,,,
4779/2011,5269/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\690\052\w01&fileName=11052690_w01.txt&type=2,כן,,,,#
4680/2011,5269/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\690\052\w01&fileName=11052690_w01.txt&type=2,כן,,,,#
6456/2011,6271/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\710\062\m30&fileName=11062710_m30.txt&type=2,כן,כן,,,*
6274/2011,6271/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\710\062\m30&fileName=11062710_m30.txt&type=2,כן,כן,,,*
1785/2014,1292/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\920\012\t21&fileName=14012920_t21.txt&type=2,כן,כן,,,#
4064/2014,1292/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\920\012\t21&fileName=14012920_t21.txt&type=2,כן,כן,,,#
3164/2010,2247/2010,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\470\022\e06&fileName=10022470_e06.txt&type=2,כן,,,,
2054/2012,1955/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\550\019\c06&fileName=12019550_c06.txt&type=2,כן,,,,
5356/2013,4841/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\410\048\t05&fileName=13048410_t05.txt&type=2,כן,,,,
3667/2012,3628/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\280\036\w05&fileName=12036280_w05.txt&type=2,כן,,,,
2364/2017,1983/2017,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\17\830\019\b05&fileName=17019830_b05.txt&type=2,כן,כן,,,
1627/2016,1624/2016,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\240\016\i07&fileName=16016240_i07.txt&type=2,כן,כן,,,
1890/2014,1257/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\570\012\t07&fileName=14012570_t07.txt&type=2,כן,,,,#
1985/2014,1257/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\570\012\t07&fileName=14012570_t07.txt&type=2,כן,,,,#
2669/2014,1257/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\570\012\t07&fileName=14012570_t07.txt&type=2,כן,,,,#
2707/2012,2636/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\360\026\e23&fileName=12026360_e23.txt&type=2,כן,,,,*
2867/2012,2636/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\360\026\e23&fileName=12026360_e23.txt&type=2,כן,,,,*
2742/2012,2636/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\360\026\e23&fileName=12026360_e23.txt&type=2,כן,,,,*
4674/2010,3662/2010,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\620\036\e07&fileName=10036620_e07.txt&type=2,כן,,,,
294/2016,8609/2015,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\090\086\e08&fileName=15086090_e08.txt&type=2,כן,,,,
4638/2015,2591/2015,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\910\025\e19&fileName=15025910_e19.txt&type=2,כן,,,,תיק בודד
835/2010,816/2010,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\160\008\s19&fileName=10008160_s19.txt&type=2,כן,,,,#
1147/2010,816/2010,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\160\008\s19&fileName=10008160_s19.txt&type=2,כן,,,,#
8697/2015,8659/2015,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\590\086\e02&fileName=15086590_e02.txt&type=2,כן,כן,,,
203/2015,6359/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\590\063\t20&fileName=14063590_t20.txt&type=2,כן,,,,
3512/2011,3471/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\710\034\e13&fileName=11034710_e13.txt&type=2,כן,,,,
3444/2011,2470/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\700\024\m10&fileName=11024700_m10.txt&type=2,כן,כן,,,
543/2011,511/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\110\005\e08&fileName=11005110_e08.txt&type=2,כן,,,,*
553/2011,511/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\110\005\e08&fileName=11005110_e08.txt&type=2,כן,,,,*
468/2014,7084/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\840\070\a16&fileName=13070840_a16.txt&type=2,כן,,,,
6976/2011,7044/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\440\070\k03&fileName=11070440_k03.txt&type=2,כן,,,,
1590/2012,9479/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\790\094\z02&fileName=11094790_z02.txt&type=2,כן,,,,
7635/2011,8340/2010,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\400\083\e10&fileName=10083400_e10.txt&type=2,כן,,,,
640/2014,8898/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\980\088\a20&fileName=13088980_a20.txt&type=2,כן,,,,
5542/2014,1000/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\000\010\t08&fileName=11010000_t08.txt&type=2,כן,,,,#
1101/2011,1000/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\000\010\t08&fileName=11010000_t08.txt&type=2,כן,,,,#
4279/2015,826/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\260\008\k26&fileName=14008260_k26.txt&type=2,כן,,,,
4613/2013,4555/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\550\045\v08&fileName=13045550_v08.txt&type=2,כן,,,,
4278/2013,3495/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\950\034\t03&fileName=13034950_t03.txt&type=2,כן,כן,,,
936/2016,221/2016,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\210\002\t19&fileName=16002210_t19.txt&type=2,כן,,,,
2410/2016,2336/2016,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\360\023\n16&fileName=16023360.N16&type=2,כן,,,,
5086/2016,5016/2016,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\160\050\t02&fileName=16050160_t02.txt&type=2,כן,,,,
4063/2012,2459/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\590\024\s07&fileName=12024590_s07.txt&type=2,כן,,,,*
2539/2012,2459/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\590\024\s07&fileName=12024590_s07.txt&type=2,כן,,,,*
2776/2015,2733/2015,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\330\027\m13&fileName=15027330_m13.txt&type=2,כן,,,,
2757/2014,1333/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\330\013\e21&fileName=14013330_e21.txt&type=2,כן,,,,#
2799/2014,1333/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\330\013\e21&fileName=14013330_e21.txt&type=2,כן,,,,#
8811/2014,8691/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\910\086\w13&fileName=14086910_w13.txt&type=2,כן,,,,
7773/2013,490/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\900\004\a05&fileName=13004900_a05.txt&type=2,כן,,,,
3238/2016,1872/2016,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\720\018\b18&fileName=16018720_b18.txt&type=2,כן,,,,
3161/2012,3063/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\630\030\o01&fileName=12030630_o01.txt&type=2,כן,,,,
